,Permit Number,Date,Status,Address,Permit Type,County,State
433,RABS-052460-2021,2021-01-25,Withdrawn,6229 LAURACA LN HOLLY SPRINGS,"Residential Pool, Spa & Hot Tub",wake,NC
434,RABS-049672-2020,2020-11-30,Complete,4007 GREEN DRAKE DR WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
435,0111746,2011-03-13,Void,2517 WHIPPLETREE DR,"Residential Pool, Spa & Hot Tub",wake,NC
436,RABS-043783-2020,2020-08-19,In Review,7402 CHOUDER LN WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
437,RABS-048087-2020,2020-10-28,Complete,2021 PLEASANT FOREST WAY WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
438,RABS-039112-2020,2020-06-04,Issued,7540 CAIRNESFORD WAY WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
439,RABS-021336-2019,2019-07-02,Issued,6401 AUSTIN CREEK DR WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
440,RABS-048858-2020,2020-11-10,Issued,6704 STEPHERLY WAY HOLLY SPRINGS 27540,"Residential Pool, Spa & Hot Tub",wake,NC
441,RABS-050251-2020,2020-12-09,Withdrawn,5330 GEORGIANA RIDGE DR HOLLY SPRINGS 27540,"Residential Pool, Spa & Hot Tub",wake,NC
442,RABS-024362-2019,2019-08-26,Complete,6405 ROLES SADDLE DR ROLESVILLE 27571,"Residential Pool, Spa & Hot Tub",wake,NC
443,RABS-031621-2020,2020-01-16,Complete,1012 LAKE VALLEY DR WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
444,RABS-031006-2020,2020-01-06,Complete,3916 CHAUMONT DR APEX 27539,"Residential Pool, Spa & Hot Tub",wake,NC
445,RABS-006370-2018,2018-09-21,Issued,11000 BRASS KETTLE RD RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
446,RABS-050405-2020,2020-12-11,Withdrawn,5205 OXALIS DR RALEIGH 27613,"Residential Pool, Spa & Hot Tub",wake,NC
447,RABS-050035-2020,2020-12-04,Issued,1300 CROSSGAR CT RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
448,RABS-025244-2019,2019-09-11,Issued,4800 LEONE LANDING CT RALEIGH 27603,"Residential Pool, Spa & Hot Tub",wake,NC
449,RABS-037015-2020,2020-04-27,Issued,11927 ASCOT MANOR LN CREEDMOOR 27522,"Residential Pool, Spa & Hot Tub",wake,NC
450,RABS-010984-2018,2018-12-18,Issued,1109 MARGARETS LN RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
451,RABS-044396-2020,2020-08-27,Issued,1533 ROCKWOOD DOWNS DR WENDELL 27591,"Residential Pool, Spa & Hot Tub",wake,NC
452,RABS-028940-2019,2019-11-15,Complete,2144 GARDENBROOK DR RALEIGH 27606,"Residential Pool, Spa & Hot Tub",wake,NC
453,RABS-022352-2019,2019-07-22,Complete,300 CARPATHIAN WAY RALEIGH 27615,"Residential Pool, Spa & Hot Tub",wake,NC
454,RABS-039377-2020,2020-06-09,Issued,4304 ELLINWOOD DR APEX 27539,"Residential Pool, Spa & Hot Tub",wake,NC
455,RABS-037414-2020,2020-05-05,Complete,1425 MARGRAVE DR WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
456,RABS-040655-2020,2020-06-29,Complete,6409 CABLEWOOD DR RALEIGH 27603,"Residential Pool, Spa & Hot Tub",wake,NC
457,RABS-017898-2019,2019-05-06,Issued,5901 FORTRESS DR HOLLY SPRINGS 27540,"Residential Pool, Spa & Hot Tub",wake,NC
458,RABS-048357-2020,2020-11-03,Application Incomplete,2104 CAMBER DR WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
459,RABS-048358-2020,2020-11-03,Withdrawn,3800 WHITE CHAPEL WAY RALEIGH 27615,"Residential Pool, Spa & Hot Tub",wake,NC
460,RABS-038449-2020,2020-05-22,Complete,3724 APPLE GROVE DR APEX 27539,"Residential Pool, Spa & Hot Tub",wake,NC
461,RABS-048217-2020,2020-10-30,Withdrawn,2545 EAGLE ROCK RD WENDELL 27591,"Residential Pool, Spa & Hot Tub",wake,NC
462,RABS-050029-2020,2020-12-04,Issued,1836 BOWLING GREEN TRL RALEIGH 27613,"Residential Pool, Spa & Hot Tub",wake,NC
463,RABS-052995-2021,2021-02-02,Application Incomplete,929 EDGEWATER DR GARNER 27529,"Residential Pool, Spa & Hot Tub",wake,NC
464,RABS-042807-2020,2020-08-02,Issued,1040 NEWBURGH CIR RALEIGH 27603,"Residential Pool, Spa & Hot Tub",wake,NC
465,RABS-052464-2021,2021-01-25,Issued,5225 HARTFELT DR GARNER 27529,"Residential Pool, Spa & Hot Tub",wake,NC
466,RABS-053325-2021,2021-02-07,Withdrawn,1929 NC 42 HWY WILLOW SPRING 27592,"Residential Pool, Spa & Hot Tub",wake,NC
467,RABS-045253-2020,2020-09-11,Complete,7025 HASENTREE WAY WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
468,RABS-053354-2021,2021-02-08,Withdrawn,509 WAVERLY HILLS DR CARY 27519,"Residential Pool, Spa & Hot Tub",wake,NC
469,0140656,2013-09-03,Complete,9004 NEW CENTURY RD,"Residential Pool, Spa & Hot Tub",wake,NC
470,0112226,2011-05-10,Complete,5504 WYNNEFORD WAY,"Residential Pool, Spa & Hot Tub",wake,NC
471,0143019,2014-05-04,Complete,5128 BIRCHLEAF DR,"Residential Pool, Spa & Hot Tub",wake,NC
472,0111126,2010-12-07,Complete,765 TREBOR DR,"Residential Pool, Spa & Hot Tub",wake,NC
473,0112376,2011-05-26,Complete,6300 OLD MILL FARM DR,"Residential Pool, Spa & Hot Tub",wake,NC
474,0162836,2016-03-16,Complete,1012 PRIMROSE COTTAGE LN,"Residential Pool, Spa & Hot Tub",wake,NC
475,0141116,2013-10-15,Complete,6200 ROLES SADDLE DR,"Residential Pool, Spa & Hot Tub",wake,NC
476,0171885,2016-12-20,Issued,7400 BLEASDALE CT,"Residential Pool, Spa & Hot Tub",wake,NC
477,0153004,2015-04-23,Void,725 SOUTH MEADOW RD,"Residential Pool, Spa & Hot Tub",wake,NC
478,0110234,2010-08-04,Complete,6016 TENBURY CT,"Residential Pool, Spa & Hot Tub",wake,NC
479,RABS-020852-2019,2019-06-24,Issued,1301 KEITH RD WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
480,RABS-024718-2019,2019-09-03,Complete,7733 OLD BUNCH RD ZEBULON 27597,"Residential Pool, Spa & Hot Tub",wake,NC
481,RABS-042113-2020,2020-07-22,Withdrawn,6217 POOLE RD RALEIGH 27610,"Residential Pool, Spa & Hot Tub",wake,NC
482,RABS-040135-2020,2020-06-22,Complete,3128 MT VERNON CHURCH RD RALEIGH 27613,"Residential Pool, Spa & Hot Tub",wake,NC
483,RABS-041827-2020,2020-07-17,Withdrawn,626 HEARTLAND FLYER DR KNIGHTDALE 27545,"Residential Pool, Spa & Hot Tub",wake,NC
484,RABS-046602-2020,2020-10-04,Complete,3013 BAYNAM POND DR WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
485,RABS-046889-2020,2020-10-08,Withdrawn,1369 TURNER FARMS RD GARNER 27529,"Residential Pool, Spa & Hot Tub",wake,NC
486,RABS-049009-2020,2020-11-13,Issued,9832 CHRIS DR RALEIGH 27603,"Residential Pool, Spa & Hot Tub",wake,NC
487,0170658,2016-08-28,Complete,5000 KINLOSS DR,"Residential Pool, Spa & Hot Tub",wake,NC
488,0181451,2017-10-25,Complete,5825 GREENEVERS DR,"Residential Pool, Spa & Hot Tub",wake,NC
489,0162395,2016-02-10,Complete,5220 BLAKENBRAN TRL,"Residential Pool, Spa & Hot Tub",wake,NC
490,0131819,2013-02-10,Complete,2513 BROOK CROSSING CIR,"Residential Pool, Spa & Hot Tub",wake,NC
491,0161087,2015-09-29,Expired,3521 EILLA BLUFFS CT,"Residential Pool, Spa & Hot Tub",wake,NC
492,0163692,2016-05-19,Complete,8032 DEBENHAM DR,"Residential Pool, Spa & Hot Tub",wake,NC
493,0132079,2013-03-05,Complete,14209 ALLISON DR,"Residential Pool, Spa & Hot Tub",wake,NC
494,0181669,2017-11-16,Complete,7953 PARKER MILL TRL,"Residential Pool, Spa & Hot Tub",wake,NC
495,0101055,2009-12-06,Expired,5501 SPENCE PLANTATION LN,"Residential Pool, Spa & Hot Tub",wake,NC
496,0171345,2016-11-02,Complete,3616 BANKS RD,"Residential Pool, Spa & Hot Tub",wake,NC
497,0151425,2014-11-23,Complete,2629 LIZEI ST,"Residential Pool, Spa & Hot Tub",wake,NC
498,0170250,2016-07-25,Void,11300 DUNLEITH DR,"Residential Pool, Spa & Hot Tub",wake,NC
499,0132245,2013-03-20,Complete,3517 SPARROWWOOD DR,"Residential Pool, Spa & Hot Tub",wake,NC
500,0141546,2013-11-25,Expired,5709 B J LN,"Residential Pool, Spa & Hot Tub",wake,NC
501,0142357,2014-03-06,Complete,2008 ANGELWING CT,"Residential Pool, Spa & Hot Tub",wake,NC
502,0151989,2015-01-27,Complete,7116 MORESHAM WAY,"Residential Pool, Spa & Hot Tub",wake,NC
503,0132334,2013-03-27,Complete,2400 DAVISTOWN RD,"Residential Pool, Spa & Hot Tub",wake,NC
504,0173551,2017-04-25,Issued,9025 SANDSTONE WAY,"Residential Pool, Spa & Hot Tub",wake,NC
505,0110022,2010-07-05,Complete,1128 PINE BRANCH DR,"Residential Pool, Spa & Hot Tub",wake,NC
506,0120802,2011-10-20,Complete,7928 TWIN PINES WAY,"Residential Pool, Spa & Hot Tub",wake,NC
507,0151644,2014-12-21,Complete,5108 DEER LAKE TRL,"Residential Pool, Spa & Hot Tub",wake,NC
508,0172356,2017-02-06,Expired,700 WILLOW WINDS DR,"Residential Pool, Spa & Hot Tub",wake,NC
509,0100536,2009-09-15,Complete,12008 PEED RD,"Residential Pool, Spa & Hot Tub",wake,NC
510,0140189,2013-07-21,Void,6605 HUMBOLDT DR,"Residential Pool, Spa & Hot Tub",wake,NC
511,0131745,2013-01-30,Complete,5121 DOUGHTYMEWS LN,"Residential Pool, Spa & Hot Tub",wake,NC
512,0151164,2014-10-27,Complete,1209 DORLEATH CT,"Residential Pool, Spa & Hot Tub",wake,NC
513,0151906,2015-01-21,Complete,3516 WILTREE DR,"Residential Pool, Spa & Hot Tub",wake,NC
514,0130649,2012-09-11,Expired,5224 NEWSTEAD MANOR LN,"Residential Pool, Spa & Hot Tub",wake,NC
515,0121412,2012-01-25,Complete,2616 DUN LORING DR,"Residential Pool, Spa & Hot Tub",wake,NC
516,0110788,2010-10-20,Void,10113 LOBLEY HILL LN,"Residential Pool, Spa & Hot Tub",wake,NC
517,0132652,2013-04-24,Complete,7012 CEDRIC DR,"Residential Pool, Spa & Hot Tub",wake,NC
518,RABS-041174-2020,2020-07-08,Issued,728 STRATHWOOD WAY ROLESVILLE 27571,"Residential Pool, Spa & Hot Tub",wake,NC
519,RABS-048162-2020,2020-10-29,Issued,1205 TIN BARN RD ZEBULON 27597,"Residential Pool, Spa & Hot Tub",wake,NC
520,RABS-040167-2020,2020-06-22,Issued,14213 CAREME CT WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
521,RABS-048366-2020,2020-11-03,Complete,1005 LEDBURY WAY WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
522,RABS-045656-2020,2020-09-17,Issued,5913 FORTRESS DR HOLLY SPRINGS 27540,"Residential Pool, Spa & Hot Tub",wake,NC
523,RABS-054833-2021,2021-03-02,Issued,8604 SOUTHAMPTON DR RALEIGH 27615,"Residential Pool, Spa & Hot Tub",wake,NC
524,RABS-043117-2020,2020-08-07,Issued,2036 PLEASANT FOREST WAY WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
525,RABS-020673-2019,2019-06-19,On Hold,5372 MILL DAM RD WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
526,RABS-047531-2020,2020-10-20,Issued,14916 COVESHORE DR WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
527,RABS-042126-2020,2020-07-23,Complete,1524 ROCK DOVE WAY RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
528,RABS-055881-2021,2021-03-18,Withdrawn,10423 CHANDLER WAY RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
529,RABS-039875-2020,2020-06-17,Complete,623 DODDINGTON DR ROLESVILLE 27571,"Residential Pool, Spa & Hot Tub",wake,NC
530,RABS-053098-2021,2021-02-03,Issued,6220 STANDING OAK LN RALEIGH 27603,"Residential Pool, Spa & Hot Tub",wake,NC
531,RABS-056538-2021,2021-03-29,In Review,4829 SWEET CHESTNUT LN RALEIGH 27610,"Residential Pool, Spa & Hot Tub",wake,NC
532,RABS-044854-2020,2020-09-03,Issued,8709 KIMALDEN CT WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
533,RABS-056310-2021,2021-03-25,Issued,2009 EAGLE ROCK RD WENDELL 27591,"Residential Pool, Spa & Hot Tub",wake,NC
534,RABS-051164-2020,2020-12-30,Issued,2216 WOOD CUTTER CT RALEIGH 27606,"Residential Pool, Spa & Hot Tub",wake,NC
535,RABS-056427-2021,2021-03-26,Issued,7013 HASENTREE WAY WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
536,RABS-056547-2021,2021-03-29,Withdrawn,5209 WINTER HOLLY CT RALEIGH 27606,"Residential Pool, Spa & Hot Tub",wake,NC
537,RABS-056805-2021,2021-04-01,On Hold,2025 BRAEBURN DR APEX 27539,"Residential Pool, Spa & Hot Tub",wake,NC
538,RABS-037922-2020,2020-05-14,Issued,1104 BEDSTONE CT RALEIGH 27603,"Residential Pool, Spa & Hot Tub",wake,NC
539,RABS-054144-2021,2021-02-19,Withdrawn,4905 ALLANBROOKE LN FUQUAY VARINA 27526,"Residential Pool, Spa & Hot Tub",wake,NC
540,RABS-054154-2021,2021-02-20,Withdrawn,136 ROARING CREEK DR GARNER 27529,"Residential Pool, Spa & Hot Tub",wake,NC
541,RABS-035194-2020,2020-03-20,Complete,1516 KIRKBY LN RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
542,RABS-054299-2021,2021-02-23,Withdrawn,1316 ALDERMAN CIR RALEIGH 27603,"Residential Pool, Spa & Hot Tub",wake,NC
543,RABS-019593-2019,2019-06-04,Complete,1513 GRAND WILLOW WAY RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
544,RABS-014946-2019,2019-03-11,Complete,1017 WELCH LN RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
545,RABS-052449-2021,2021-01-24,Complete,1021 CAUDLE WOODS DR WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
546,RABS-047149-2020,2020-10-13,Complete,6828 BARHAM HOLLOW DR WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
547,RABS-053487-2021,2021-02-09,Withdrawn,1501 CANTERBURY RD RALEIGH 27608,"Residential Pool, Spa & Hot Tub",wake,NC
548,RABS-052472-2021,2021-01-25,Issued,1101 OAKMAN RIDGE CT WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
549,RABS-030532-2019,2019-12-20,Complete,6324 KANAWA LN RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
550,RABS-053872-2021,2021-02-16,In Review,520 MYRNA LN WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
551,RABS-044095-2020,2020-08-24,Complete,1416 WAKEFIELD FARM RD ZEBULON 27597,"Residential Pool, Spa & Hot Tub",wake,NC
552,RABS-045890-2020,2020-09-22,Issued,5504 SAPPHIRE SPRINGS DR KNIGHTDALE 27545,"Residential Pool, Spa & Hot Tub",wake,NC
553,RABS-028758-2019,2019-11-13,Complete,1400 BAILEY HILL DR RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
554,RABS-052896-2021,2021-01-31,Issued,7408 RIDGE FALLS LN WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
555,RABS-021167-2019,2019-06-29,Complete,1316 ALDERMAN CIR RALEIGH 27603,"Residential Pool, Spa & Hot Tub",wake,NC
556,RABS-046376-2020,2020-09-30,Complete,233 CHARACTER DR ROLESVILLE 27571,"Residential Pool, Spa & Hot Tub",wake,NC
557,RABS-049143-2020,2020-11-16,Issued,1321 YARDLEY DR WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
558,RABS-052639-2021,2021-01-26,Issued,2229 INWOOD LANDING CT RALEIGH 27603,"Residential Pool, Spa & Hot Tub",wake,NC
559,RABS-016447-2019,2019-04-09,On Hold,1117 BARLEY STONE WAY RALEIGH 27603,"Residential Pool, Spa & Hot Tub",wake,NC
560,RABS-034437-2020,2020-03-06,Issued,5228 MILNER DR RALEIGH 27606,"Residential Pool, Spa & Hot Tub",wake,NC
561,RABS-055720-2021,2021-03-16,Withdrawn,6709 ROUSE RD HOLLY SPRINGS 27540,"Residential Pool, Spa & Hot Tub",wake,NC
562,RABS-032317-2020,2020-01-29,Complete,1416 BAILEY HILL DR RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
563,RABS-031976-2020,2020-01-23,Complete,1517 GRAND WILLOW WAY RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
564,RABS-056112-2021,2021-03-23,Withdrawn,12417 PAWLEYS MILL CIR RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
565,RABS-038962-2020,2020-06-02,Complete,1905 EDGEMONT RD WENDELL 27591,"Residential Pool, Spa & Hot Tub",wake,NC
566,RABS-055174-2021,2021-03-08,Issued,1309 GYPSUM VALLEY RD KNIGHTDALE 27545,"Residential Pool, Spa & Hot Tub",wake,NC
567,RABS-057018-2021,2021-04-06,Issued,3009 DAMSON CT WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
568,RABS-038021-2020,2020-05-15,Issued,6005 ATKINS FARM CT RALEIGH 27606,"Residential Pool, Spa & Hot Tub",wake,NC
569,RABS-039680-2020,2020-06-15,Issued,9245 YARDLEY TOWN DR WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
570,RABS-039709-2020,2020-06-15,In Review,705 SANDOWN PL RALEIGH 27615,"Residential Pool, Spa & Hot Tub",wake,NC
571,RABS-044927-2020,2020-09-04,Issued,4105 MILLYORK CT APEX 27539,"Residential Pool, Spa & Hot Tub",wake,NC
572,RABS-058033-2021,2021-04-20,Issued,3317 BUCK RUN TRL WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
573,RABS-043493-2020,2020-08-13,Issued,2304 CIDER CREST CT APEX 27539,"Residential Pool, Spa & Hot Tub",wake,NC
574,RABS-055095-2021,2021-03-08,Issued,6012 LUNENBURG DR RALEIGH 27603,"Residential Pool, Spa & Hot Tub",wake,NC
575,RABS-050121-2020,2020-12-07,Issued,6101 MORNING GLORY DR RALEIGH 27603,"Residential Pool, Spa & Hot Tub",wake,NC
576,RABS-050120-2020,2020-12-07,Issued,6100 MORNING GLORY DR RALEIGH 27603,"Residential Pool, Spa & Hot Tub",wake,NC
577,RABS-045696-2020,2020-09-18,Issued,2808 PLUTON PL ROLESVILLE 27571,"Residential Pool, Spa & Hot Tub",wake,NC
578,RABS-056999-2021,2021-04-05,Withdrawn,1106 CASSIA LN KNIGHTDALE 27545,"Residential Pool, Spa & Hot Tub",wake,NC
579,RABS-057960-2021,2021-04-20,Application Incomplete,2609 NEW HILL OLIVE CHAPEL RD NEW HILL 27562,"Residential Pool, Spa & Hot Tub",wake,NC
580,RABS-047001-2020,2020-10-10,Issued,1525 SWEETCLOVER DR WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
581,RABS-050683-2020,2020-12-17,Issued,9304 KOUPELA DR RALEIGH 27615,"Residential Pool, Spa & Hot Tub",wake,NC
582,RABS-051570-2021,2021-01-07,Issued,3021 BAYNAM POND DR WAKE FOREST NC 275875469,"Residential Pool, Spa & Hot Tub",wake,NC
583,RABS-058102-2021,2021-04-21,Issued,8813 ARCHED WING WAY,"Residential Pool, Spa & Hot Tub",wake,NC
584,RABS-058075-2021,2021-04-21,In Review,3632 FRIENDSHIP RD APEX 27502,"Residential Pool, Spa & Hot Tub",wake,NC
585,RABS-049496-2020,2020-11-23,Issued,1537 ROCK DOVE WAY RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
586,RABS-043210-2020,2020-08-10,In Review,6328 ABBY ROSE CT ZEBULON 27597,"Residential Pool, Spa & Hot Tub",wake,NC
587,RABS-051878-2021,2021-01-13,In Review,10321 SIX FORKS RD RALEIGH 27615,"Residential Pool, Spa & Hot Tub",wake,NC
588,RABS-053064-2021,2021-02-02,Issued,1208 DORLEATH CT RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
589,RABS-059627-2021,2021-05-13,Withdrawn,7408 ORIOLE DR WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
590,RABS-048125-2020,2020-10-29,Issued,5216 EMERALD SPRING DR KNIGHTDALE 27545,"Residential Pool, Spa & Hot Tub",wake,NC
591,RABS-049107-2020,2020-11-16,Issued,7312 INCLINE DR WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
592,RABS-052454-2021,2021-01-24,Issued,6925 BARTONS BEND WAY RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
593,RABS-041382-2020,2020-07-10,Issued,6029 PRESCOTT POND DR WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
594,RABS-058492-2021,2021-04-27,Issued,7201 LEDFORD GROVE LN WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
595,RABS-054941-2021,2021-03-04,Issued,2233 DUSKYWING DR RALEIGH 27613,"Residential Pool, Spa & Hot Tub",wake,NC
596,RABS-047832-2020,2020-10-23,Issued,7117 HASENTREE CLUB DR WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
597,RABS-059810-2021,2021-05-17,Issued,3312 OLIVE CHAPEL RD APEX 27502,"Residential Pool, Spa & Hot Tub",wake,NC
598,RABS-050944-2020,2020-12-22,Issued,6509 ALIRIN LN FUQUAY VARINA 27526,"Residential Pool, Spa & Hot Tub",wake,NC
599,RABS-045297-2020,2020-09-14,Issued,1545 GRAND WILLOW WAY RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
600,RABS-058932-2021,2021-05-04,Issued,7536 HASENTREE CLUB DR WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
601,RABS-055210-2021,2021-03-09,Issued,6816 BLAZING SUNSET TRL WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
602,RABS-053783-2021,2021-02-15,Issued,3912 BOSCO RD NEW HILL 27562,"Residential Pool, Spa & Hot Tub",wake,NC
603,RABS-058780-2021,2021-05-03,In Review,612 STARBURST LN RALEIGH 27603,"Residential Pool, Spa & Hot Tub",wake,NC
604,RABS-042970-2020,2020-08-05,Issued,10774 TREGO TRL RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
605,RABS-048187-2020,2020-10-29,Withdrawn,7536 HASENTREE CLUB DR WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
606,RABS-055710-2021,2021-03-16,Issued,575 OLD ZEBULON RD WENDELL 27591,"Residential Pool, Spa & Hot Tub",wake,NC
607,RABS-059813-2021,2021-05-17,Withdrawn,8904 DRY LAKE RD ZEBULON 27597,"Residential Pool, Spa & Hot Tub",wake,NC
608,RABS-056286-2021,2021-03-25,Issued,2413 KEARNEY RD WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
609,RABS-059455-2021,2021-05-12,In Review,505 VISTA DEL LAGO LN WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
610,RABS-040803-2020,2020-07-01,Issued,3217 KEIGHLEY FOREST DR WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
611,RABS-053807-2021,2021-02-15,Issued,8668 BARRETT RIDGE RD WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
612,RABS-057298-2021,2021-04-09,Issued,300 SOUTHLAND DR ZEBULON NC 275972865,"Residential Pool, Spa & Hot Tub",wake,NC
613,RABS-050940-2020,2020-12-22,Issued,4528 DEER STREAM LN RALEIGH 27603,"Residential Pool, Spa & Hot Tub",wake,NC
614,RABS-055228-2021,2021-03-09,Issued,5352 MILL DAM RD WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
615,RABS-052103-2021,2021-01-19,Issued,5005 AVALAIRE PINES DR RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
616,RABS-047754-2020,2020-10-22,Issued,3725 APPLE GROVE DR APEX 27539,"Residential Pool, Spa & Hot Tub",wake,NC
617,RABS-044615-2020,2020-08-31,Issued,2120 KNOLLWOOD POND LN ZEBULON 27597,"Residential Pool, Spa & Hot Tub",wake,NC
618,RABS-049414-2020,2020-11-20,Issued,1445 BAILEY HILL DR RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
619,RABS-059702-2021,2021-05-14,In Review,3405 BANKS RD RALEIGH 27603,"Residential Pool, Spa & Hot Tub",wake,NC
620,RABS-056393-2021,2021-03-26,Complete,7609 LADORA DR WILLOW SPRING 27592,"Residential Pool, Spa & Hot Tub",wake,NC
621,RABS-055049-2021,2021-03-05,Issued,2805 ORCHARD MEADOW CT RALEIGH,"Residential Pool, Spa & Hot Tub",wake,NC
622,RABS-047728-2020,2020-10-22,Complete,2220 DUSKYWING DR RALEIGH 27613,"Residential Pool, Spa & Hot Tub",wake,NC
623,RABS-060150-2021,2021-05-21,Issued,6616 PRESCOTT SHORE DR WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
624,RABS-060321-2021,2021-05-24,In Review,1208 LANERIDGE CT RALEIGH 27603,"Residential Pool, Spa & Hot Tub",wake,NC
625,RABS-016760-2019,2019-04-15,Expired,3804 LAUGHTON WOODS CT APEX 27539,"Residential Pool, Spa & Hot Tub",wake,NC
626,RABS-044291-2020,2020-08-26,Issued,5140 CORNER ROCK DR ROLESVILLE 27571,"Residential Pool, Spa & Hot Tub",wake,NC
627,RABS-054153-2021,2021-02-20,Issued,1925 HUTCHINSON ST KNIGHTDALE 27545,"Residential Pool, Spa & Hot Tub",wake,NC
628,RABS-060512-2021,2021-05-26,In Review,13113 BOLD RUN HILL RD WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
629,RABS-045971-2020,2020-09-23,Issued,1536 ROCK DOVE WAY RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
630,RABS-060582-2021,2021-05-27,In Review,3148 MANTLE RIDGE DR APEX 27502,"Residential Pool, Spa & Hot Tub",wake,NC
