"Date","Permit Number","Permit Type","Description","Status","Address",
"08/01/2017","20170817097","Residential Swimming Pool","Swimming Spa and concrete slab with footer","Closed","4090 MICHEL TREE ST, PORT CHARLOTTE FL 33948",
"07/31/2017","20170717057","Residential Swimming Pool","INSTALL INGROUND SWIMMING POOL W/EXIT ALARM","Closed","2290 COMO ST, PORT CHARLOTTE FL 33948",
"07/31/2017","20170717031","Residential Swimming Pool","INSTALL IN GROUND SWIMMING POOL","Closed","116 ARROW LN, ROTONDA WEST FL 33947",
"07/31/2017","20170716999","Residential Swimming Pool","Swimming Pool and Spa demo/remodel. With decking etc etc","Closed","3755 PEACE RIVER DR, PUNTA GORDA FL 33983",
"07/27/2017","20170716849","Residential Swimming Pool","E-PERMITINSTALL SWIMMING POOLSPA & PAVER BRICK DECK","Closed","8146 ARLEWOOD CIR, PORT CHARLOTTE FL 33981",
"07/27/2017","20170716774","Residential Swimming Pool","E-PERMITINSTALL SWIMMING POOL & PAVER BRICK DECK","Closed","8205 TECUMSEH CIR, PORT CHARLOTTE FL 33981",
"07/26/2017","20170716723","Residential Swimming Pool","SWIMMING POOL","Closed","423 FOUNTAIN ST, PORT CHARLOTTE FL 33953",
"07/26/2017","20170716717","Residential Swimming Pool","SWIMMING POOL","Closed","24501 CABANA RD, PUNTA GORDA FL 33955",
"07/26/2017","20170716700","Residential Swimming Pool","INSTALL NEW SWIMMING POOL WITH DECK AND EQUIPMENT","Closed","821 MARLIN DR, PUNTA GORDA FL 33950",
"07/26/2017","20170716698","Residential Swimming Pool","INSTALL NEW SWIMMING POOL WITH DECKING, EQUIPMENT, AND HEAT PUMP","Closed","15372 TAURUS CIR, PORT CHARLOTTE FL 33981",
"07/26/2017","20170716693","Residential Swimming Pool","NEW IN GROUND SWIMMING POOL","Closed","16615 ACAPULCO RD, PUNTA GORDA FL 33955",
"07/26/2017","20170716652","Residential Swimming Pool","SWIMMING POOL EXIT ALARMS","Closed","31122 NORTH BEND ST, PUNTA GORDA FL 33982",
"07/26/2017","20170716651","Residential Swimming Pool","SWIMMING POOL EXIT ALARMS","Closed","15205 ACORN CIR, PORT CHARLOTTE FL 33981",
"07/26/2017","20170716650","Residential Swimming Pool","SWIMMING POOL/ EXIT ALARMS","Closed","13010 RIDGELY CIR, PORT CHARLOTTE FL 33981",
"07/25/2017","20170716598","Residential Swimming Pool","INSTALL SWIMMING POOL","Closed","20416 CALDER AVE, PORT CHARLOTTE FL 33954",
"07/25/2017","20170716595","Residential Swimming Pool","Swimming Pool with Exit Alarms","Closed","3530 SUNRISE TRL, PORT CHARLOTTE FL 33952",
"07/25/2017","20170716571","Residential Swimming Pool","E-PERMITINSTALL SWIMMING POOL, SPA& PAVER BRICK DECK","Closed","167 MARINER LN, ROTONDA WEST FL 33947",
"07/25/2017","20170716549","Residential Swimming Pool","E-PERMITINSTALL SWIMMING POOLPAVER BRICK DECK& RETAINING WALL IF REQUIRED","Closed","13417 TRASCORO LN, PORT CHARLOTTE FL 33981",
"07/25/2017","20170716537","Residential Swimming Pool","E-PERMITINSTALL SWIMMING POOL & SPAPAVER BRICK DECK& RETAINING WALL IF REQUIRED","Closed","10576 MCALESTER CIR, PORT CHARLOTTE FL 33981",
"07/24/2017","20170716487","Residential Swimming Pool","INSTALL SWIMMING POOL PAVER BRICK DECK & RETAINING WALL IF REQUIRED","Closed","8614 WALDREP ST, PORT CHARLOTTE FL 33981",
"07/24/2017","20170716440","Residential Swimming Pool","E-PERMITINSTALL SWIMMING POOLPAVER BRICK DECK & RETAINING WALL IF REQUIRED","Closed","9332 GALAXIE CIR, PORT CHARLOTTE FL 33981",
"07/21/2017","20170716353","Residential Swimming Pool","NEW SWIMMING POOL","Closed","4081 CHIPPEWA ST, PORT CHARLOTTE FL 33981",
"07/21/2017","20170716316","Residential Swimming Pool","E-Permit - Pool, Sandset Paver Deck","Closed","17160 SARONG LN, PUNTA GORDA FL 33955",
"07/20/2017","20170716249","Residential Swimming Pool","Swimming Pool with Exit Alarm","Closed","143 LENOIR ST, PORT CHARLOTTE FL 33948",
"07/20/2017","20170716222","Residential Swimming Pool","INSTALL SWIMMING POOL","Closed","10067 BENTLEY AVE, ENGLEWOOD FL 34224",
"07/18/2017","20170715992","Residential Swimming Pool","NEW RESIDENTIAL POOL","Closed","10234 ACORN TRL, PUNTA GORDA FL 33950",
"07/18/2017","20170715918","Residential Swimming Pool","INSTALL SWIMMING POOL EQUIPPED WITH EXIT ALARM","Closed","191 ARCH DR, ROTONDA WEST FL 33947",
"07/18/2017","20170715916","Residential Swimming Pool","INSTALL SWIMMING POOL EQUIPPED WITH PARTIAL POOL BARRIER & PARTIAL EXIT ALARM","Closed","100 CABANA WAY, ROTONDA WEST FL 33947",
"07/17/2017","20170715876","Residential Swimming Pool","INSTALL SWIMMING POOL EQUIPPED WITH EXIT ALARM","Closed","4518 EWING CIR, PORT CHARLOTTE FL 33948",
"07/17/2017","20170715871","Residential Swimming Pool","Install swimming pool equipped with exit alarm","Closed","12407 PARAMOUNT DR, PUNTA GORDA FL 33955",
"07/17/2017","20170715828","Residential Swimming Pool","INSTALL SWIMMING POOL EQUIPPED WITH EXIT ALARM","Closed","2084 OYSTER CREEK DR, ENGLEWOOD FL 34224",
"07/17/2017","20170715819","Residential Swimming Pool","INSTALL SWIMMING POOL EQUIPPED WITH EQUIPPED WITH EXIT ALARM","Closed","83 PINE VALLEY LN, ROTONDA WEST FL 33947",
"07/17/2017","20170715818","Residential Swimming Pool","INSTALL SWIMMING POOL EQUIPPED WITH EXIT ALARM","Closed","2960 MONTGOMERY DR, PORT CHARLOTTE FL 33981",
"07/14/2017","20170715754","Residential Swimming Pool","INSTALL RESIDENTIAL SWIMMING POOL (ABOVE GROUND)","Expired - Not Issued","3324 ELKCAM BLVD, PORT CHARLOTTE FL 33952",
"07/14/2017","20170715752","Residential Swimming Pool","Swimming Pool with Exit Alarm","Closed","9071 CLARION TER, ENGLEWOOD FL 34224",
"07/13/2017","20170715645","Residential Swimming Pool","E-PERMITINSTALL SWIMMING POOL, SPA,PAVER BRICK DECK & RETAINING WALL IF REQUIRED","Closed","15427 MEACHAM CIR, PORT CHARLOTTE FL 33981",
"07/13/2017","20170715604","Residential Swimming Pool","Remove Existing Pool and Deck,  Install new pool, and sandset paver deck","Closed","199 CASTILE CT, PUNTA GORDA FL 33983",
"07/12/2017","20170715497","Residential Swimming Pool","INSTALL SWIMMING POOL EQUIPPED WITH EXIT ALARM","Closed","15040 LYNEBURG AVE, PORT CHARLOTTE FL 33981",
"07/12/2017","20170715495","Residential Swimming Pool","INSTALL SWIMMING POOL EQUIPPED WITH EXIT ALARM","Closed","10433 PENSACOLA ST, PORT CHARLOTTE FL 33981",
"07/12/2017","20170715493","Residential Swimming Pool","INSTALL SWIMMING POOL EQUIPPED WITH POOL BARRIER","Closed","8575 WALDREP ST, PORT CHARLOTTE FL 33981",
"07/12/2017","20170715492","Residential Swimming Pool","INSTALL SWIMMING POOL EQUIPPED WITH POOL BARRIER","Closed","27375 PASTO DR, PUNTA GORDA FL 33983",
"07/11/2017","20170715465","Residential Swimming Pool","INSTALL NEW FIBERGLASS SWIMMING POOL","Closed","8065 DIMSTEAD ST, PORT CHARLOTTE FL 33981",
"07/11/2017","20170715456","Residential Swimming Pool","INSTALL NEW POOL AT NEW SINGLE FAMILY RESIDENCE","Closed","7076 STRAWBERRY ST, ENGLEWOOD FL 34224",
"07/10/2017","20170715344","Residential Swimming Pool","Swimming Pool with Exit Alarm","Closed","25444 AREQUIPA DR, PUNTA GORDA FL 33983",
"07/10/2017","20170715343","Residential Swimming Pool","INSTALL NEW POOL WITH SAFETY BARRIER, EXIT ALARM","Closed","9405 WACKER TER, PORT CHARLOTTE FL 33981",
"07/09/2017","20170715232","Residential Swimming Pool","E-PERMITINSTALL SWIMMING POOL,PAVER BRICK DECK & RETAINING WALL IF REQUIRED","Closed","80 TOURNAMENT RD, ROTONDA WEST FL 33947",
"07/09/2017","20170715230","Residential Swimming Pool","E-PERMITINSTALL SWIMMING POOL, SPA,PAVER BRICK DECK &RETAINING WALL IF REQUIRED","Closed","8458 TOPEKA CIR, PORT CHARLOTTE FL 33981",
"07/07/2017","20170715133","Residential Swimming Pool","NEW SWIMMING POOL WITH POOL BARRIER","Closed","17273 SABRINA CIR, PORT CHARLOTTE FL 33948",
"07/07/2017","20170715131","Residential Swimming Pool","NEW SWIMMING POOL WITH POOL BARRIER","Closed","1525 ROMMEL ST, PORT CHARLOTTE FL 33952",
"07/06/2017","20170715042","Residential Swimming Pool","INSTALL SWIMMING POOL EQUIPPED WITH EXIT ALARM","Closed","27318 SAN CARLOS DR, PUNTA GORDA FL 33983",
"07/05/2017","20170714993","Residential Swimming Pool","INSTALL RESIDENTIAL POOL W/EXIT ALARMS","Closed","3109 FELDA ST, PORT CHARLOTTE FL 33948",
"07/05/2017","20170714959","Residential Swimming Pool","INSTALL SWIMMING POOL PAVER BRICK DECK & RETAINING WALL IF REQUIRED","Closed","17541 OHARA DR, PORT CHARLOTTE FL 33948",
"07/05/2017","20170714931","Residential Swimming Pool","NEW SWIMMING POOL","Closed","10386 WINNIPEG ST, PORT CHARLOTTE FL 33981",
"07/05/2017","20170714925","Residential Swimming Pool","E-PERMITINSTALL SWIMMING POOL, PAVER BRICK DECK & RETAINING WALL IF REQUIRED","Closed","5193 COOPER TER, PORT CHARLOTTE FL 33981",
"07/04/2017","20170715231","Residential Swimming Pool","INSTALL SWIMMING POOL, PAVER BRICK DECK & RETAINING WALL IF REQUIRED","Closed","1375 BLUE LAKE CIR, PUNTA GORDA FL 33983",
"07/04/2017","20170714923","Residential Swimming Pool","E-PERMITINSTALL SWIMMING POOL, PAVER BRICK DECK& RETAINING WALL IF REQUIRED","Closed","421 DORCHESTER ST, PORT CHARLOTTE FL 33954",
"07/04/2017","20170714922","Residential Swimming Pool","E-PERMITINSTALL SWIMMING POOL & PAVER BRICK DECK","Closed","29 MEDALIST LN, ROTONDA WEST FL 33947",
"07/03/2017","20170714879","Residential Swimming Pool","Swimming Pool with Exit Alarm","Closed","100 MEDALIST RD, ROTONDA WEST FL 33947",
"07/03/2017","20170714874","Residential Swimming Pool","Swimming Pool with Exit Alarm","Closed","522 BINNACLE BEND, PLACIDA FL 33946",
"07/03/2017","20170714857","Residential Swimming Pool","Swimming Pool With Pool Barrier","Closed","1338 STRASBURG DR, PORT CHARLOTTE FL 33952",
"07/03/2017","20170714840","Residential Swimming Pool","POOL, SPA, SANDSET PAVER DECK","Closed","7421 MIKASA DR, PUNTA GORDA FL 33950",
"06/30/2017","20170614763","Residential Swimming Pool","Pool, and concrete deck","Closed","1309 DRURY LN, ENGLEWOOD FL 34224",
"06/30/2017","20170614741","Residential Swimming Pool","ABOVE GROUND SWIMMING POOL","Closed","2531 BALTIC AVE, PORT CHARLOTTE FL 33952",
"06/30/2017","20170614732","Residential Swimming Pool","Pool, Sandset Paver Deck","Closed","171 DUXBURY AVE, PORT CHARLOTTE FL 33952",
"06/30/2017","20170614714","Residential Swimming Pool","INSTALL RESIDENTIAL POOL WITH BARRIER","Closed","922 BOUNDARY BLVD, ROTONDA WEST FL 33947",
"06/30/2017","20170614712","Residential Swimming Pool","INSTALL RESIDENTIAL POOL WITH EXIT ALARMS","Closed","26076 HUANUCO DR, PUNTA GORDA FL 33983",
"06/29/2017","20170614651","Residential Swimming Pool","Pool and Sandset Paver Deck","Closed","2052 NUREMBERG BLVD, PUNTA GORDA FL 33983",
"06/29/2017","20170614632","Residential Swimming Pool","SWIMMING POOL WITH EXIT ALARM","Closed","10084 TOPSAIL AVE, ENGLEWOOD FL 34224",
"06/29/2017","20170614584","Residential Swimming Pool","pool, sandset paver deck","Closed","480 KETTLE HARBOR DR, PLACIDA FL 33946",
"06/28/2017","20170614467","Residential Swimming Pool","Swimming Pool With Exit Alarm","Closed","1044 BOUNDARY BLVD, ROTONDA WEST FL 33947",
"06/28/2017","20170614466","Residential Swimming Pool","Swimming Pool With Exit Alarm","Closed","1074 BOUNDARY BLVD, ROTONDA WEST FL 33947",
"06/28/2017","20170614465","Residential Swimming Pool","Swimming Pool With Exit Alarm","Closed","1300 GREAZA ST, ENGLEWOOD FL 34223",
"06/28/2017","20170614464","Residential Swimming Pool","SWIMMING POOL","Closed","25 BUCCANEER BEND, PLACIDA FL 33946",
"06/28/2017","20170614454","Residential Swimming Pool","Swimming Pool With Exit Alarm","Closed","104 MOCHA CT, PUNTA GORDA FL 33983",
"06/28/2017","20170614452","Residential Swimming Pool","Swimming Pool With Exit Alarm","Closed","43 MEDALIST RD, ROTONDA WEST FL 33947",
"06/28/2017","20170614451","Residential Swimming Pool","Swimming Pool With Exit Alarm","Closed","179 BROADMOOR LN, ROTONDA WEST FL 33947",
"06/28/2017","20170614448","Residential Swimming Pool","INSTALL SWIMMING POOL WITH EXIT ALARM","Closed","203 SESAME RD E, ROTONDA WEST FL 33947",
"06/28/2017","20170614447","Residential Swimming Pool","INSTALL SWIMMING POOL","Closed","14020 DUNLAP AVE, PORT CHARLOTTE FL 33953",
"06/27/2017","20170614421","Residential Swimming Pool","INSTALL SWIMMING POOL EQUIPPED WITH EXIT ALARM & POOL BARRIER","Closed","100 CABANA WAY, ROTONDA WEST FL 33947",
"06/27/2017","20170614419","Residential Swimming Pool","INSTALL SWIMMING POOL EQUIPPED WITH POOL BARRIER & EXIT ALARM","Closed","191 ARCH DR, ROTONDA WEST FL 33947",
"06/27/2017","20170614415","Residential Swimming Pool","INSTALL RESIDENTIAL POOL WITH EXIT ALARMS","Closed","595 BOUNDARY BLVD, ROTONDA WEST FL 33947",
"06/27/2017","20170614413","Residential Swimming Pool","INSTALL RESIDENTIAL POOL WITH EXIT ALARMS","Closed","14315 FRUITPORT CIR, PORT CHARLOTTE FL 33981",
"06/27/2017","20170614412","Residential Swimming Pool","INSTALL RESIDENTIAL POOL WITH EXIT ALARMS","Closed","601 BOUNDARY BLVD, ROTONDA WEST FL 33947",
"06/27/2017","20170614411","Residential Swimming Pool","INSTALL SWIMMING POOL EQUIPPED WITH EXIT ALARM","Closed","8785 CONCH AVE, Placida FL 33946",
"06/27/2017","20170614408","Residential Swimming Pool","INSTALL SWIMMING POOL EQUIPPED WITH EXIT ALARM","Closed","1093 CLEARVIEW DR, PORT CHARLOTTE FL 33953",
"06/27/2017","20170614406","Residential Swimming Pool","INSTALL RESIDENTIAL POOL WITH EXIT ALARMS","Closed","10393 HARLINGEN ST, PORT CHARLOTTE FL 33981",
"06/27/2017","20170614405","Residential Swimming Pool","SWIMMING RESIDENTIAL POOL WITH EXIT ALARMS","Closed","6154 SWEDEN BLVD, PUNTA GORDA FL 33982",
"06/27/2017","20170614403","Residential Swimming Pool","INSTALL RESIDENTIAL POOL WITH EXIT ALARMS","Closed","375 SALVADOR DR, PUNTA GORDA FL 33983",
"06/27/2017","20170614372","Residential Swimming Pool","INSTALL RESIDENTIAL POOL WITH EXIT ALARM","Closed","7021 FANCY ST, ENGLEWOOD FL 34224",
"06/27/2017","20170614370","Residential Swimming Pool","INSTALL RESIDENTIAL POOL WITH EXIT ALARMS","Closed","50 TOURNAMENT RD, ROTONDA WEST FL 33947",
"06/27/2017","20170614368","Residential Swimming Pool","INSTALL RESIDENTIAL POOL WITH EXIT ALARMS","Closed","5393 HOFFMAN ST, PORT CHARLOTTE FL 33981",
"06/27/2017","20170614348","Residential Swimming Pool","INSTALL RESIDENTIAL POOL WITH EXIT ALARMS","Closed","2480 PEBBLE CREEK PL, PORT CHARLOTTE FL 33948",
"06/26/2017","20170614249","Residential Swimming Pool","PRIVATE PROVIDER: INSTALL SWIMMING POOL W/ EXIT ALARMS","Closed","17401 FUEGO LN, PUNTA GORDA FL 33955",
"06/26/2017","20170614246","Residential Swimming Pool","INSTALL SWIMMING POOL WITH EXIT ALARMS","Expired","17205 BULLHORN CIR, Punta Gorda FL 33982",
"06/26/2017","20170614244","Residential Swimming Pool","PRIVATE PROVIDER: INSTALL SWIMMING POOL W/  EXIT ALARMS","Closed","17154 MARYDALE RD, PORT CHARLOTTE FL 33948",
"06/26/2017","20170614242","Residential Swimming Pool","PRIVATE PROVIDER: INSTALL SWIMMING POOL W/ EXIT ALARMS","Closed","7267 REGINA DR, ENGLEWOOD FL 34224",
"06/23/2017","20170614161","Residential Swimming Pool","E-PERMITINSTALL SWIMMING POOL & PAVER BRICK DECK","Closed","9644 MIAMI CIR, PORT CHARLOTTE FL 33981",
"06/23/2017","20170614156","Residential Swimming Pool","Pool with exit alarms","Closed","2079 PENNSYLVANIA AVE, ENGLEWOOD FL 34224",
"06/22/2017","20170614092","Residential Swimming Pool","NEW SWIMMING POOL","Closed","61 PINEHURST CT, ROTONDA WEST FL 33947",
"06/22/2017","20170614042","Residential Swimming Pool","Swimming pool with pool barrier","Closed","2779 N BEACH RD, ENGLEWOOD FL 34223",
"06/21/2017","20170613972","Residential Swimming Pool","INSTALL SWIMMING POOL DECK AND CAGE","Closed","10413 GRAIL AVE, ENGLEWOOD FL 34224",
"06/20/2017","20170613863","Residential Swimming Pool","BUILD A SWIMMING POOL","Closed","14371 MARLIN AVE, PORT CHARLOTTE FL 33953",
"06/20/2017","20170613855","Residential Swimming Pool","pool, sandset paver deck","Closed","25167 RECIFE DR, PUNTA GORDA FL 33983",
"06/19/2017","20170613744","Residential Swimming Pool","INSTALL RESIDENTIAL POOL W/BARRIER","Closed","77 PINE VALLEY CT, ROTONDA WEST FL 33947",
"06/19/2017","20170613743","Residential Swimming Pool","pool and sandset paver deck","Closed","8840 CONCH AVE, Placida FL 33946",
"06/19/2017","20170613677","Residential Swimming Pool","Pool, Spa, Sandset Paver Deck","Closed","24587 SUN VISTA PL, PORT CHARLOTTE FL 33980",
"06/16/2017","20170613610","Residential Swimming Pool","INSTALL ABOVE GROUND POOL EUIPPED WITH REMOVABLE LADDER--VINYL A FRAME POOL LADDER SLIDE UP & LOCK","Closed","4715 N FAIRWAY DR, PUNTA GORDA FL 33982",
"06/16/2017","20170613564","Residential Swimming Pool","NEW SWIMMING POOL","Closed","42330 LAKE TIMBER DR, Punta Gorda FL 33982",
"06/16/2017","20170613562","Residential Swimming Pool","RESIDENTIAL POOL WITH BARRIER AND EXIT ALARMS","Closed","317 AUSTRALIAN DR, ROTONDA WEST FL 33947",
"06/16/2017","20170613560","Residential Swimming Pool","RESIDENTIAL POOL WITH BARRIER AND ALARMS","Closed","140 HARDEE WAY, ROTONDA WEST FL 33947",
"06/16/2017","20170613557","Residential Swimming Pool","RESIDENTIAL POOL WITH BARRIER","Closed","18465 OHARA DR, PORT CHARLOTTE FL 33948",
"06/16/2017","20170613556","Residential Swimming Pool","RESIDENTIAL POOL WITH EXIT ALARMS","Closed","135 CABANA WAY, ROTONDA WEST FL 33947",
"06/15/2017","20170613506","Residential Swimming Pool","SWIMMING POOL","Closed","974 DUPIN AVE, PORT CHARLOTTE FL 33948",
"06/14/2017","20170613384","Residential Swimming Pool","Swimming Pool With Exit alarm","Closed","1510 NAVIGATOR RD, PUNTA GORDA FL 33983",
"06/14/2017","20170613382","Residential Swimming Pool","New Swimming Pool With Exit Alarm","Closed","7407 STRASSE BLVD, PUNTA GORDA FL 33982",
"06/14/2017","20170613379","Residential Swimming Pool","New Swimming Pool with exit alarm","Closed","18049 GARVIN AVE, PORT CHARLOTTE FL 33948",
"06/14/2017","20170613328","Residential Swimming Pool","RESIDENTIAL POOL WITH EXIT ALARMS","Closed","7209 CARVEL ST, ENGLEWOOD FL 34224",
"06/13/2017","20170613301","Residential Swimming Pool","RESIDENTIAL SWIMMING POOL W/EXIT ALARMS","Closed","219 ARLINGTON DR, PLACIDA FL 33946",
"06/13/2017","20170613299","Residential Swimming Pool","RESIDENTIAL SWIMMING POOL W/EXIT ALARM","Closed","16 WINDWARD RD, PLACIDA FL 33946",
"06/13/2017","20170613298","Residential Swimming Pool","RESIDENTIAL SWIMMING POOL W/BARRIER","Closed","3700 PEACE RIVER DR, PUNTA GORDA FL 33983",
"06/13/2017","20170613234","Residential Swimming Pool","Swimming Pool with EXIT ALARM","Closed","259 MARKER RD, ROTONDA WEST FL 33947",
"06/10/2017","20170613037","Residential Swimming Pool","E-PERMITINSTALL SWIMMING POOL, SPA,PAVER BRICK DECK& RETAINING WALL IF REQUIRED","Closed","34 PAR VIEW CT, ROTONDA WEST FL 33947",
"06/09/2017","20170613028","Residential Swimming Pool","INSTALL SWIMMING POOL EQUIPPED WITH POOL BARRIER","Closed","8658 SANTA CRUZ DR, PORT CHARLOTTE FL 33981",
"06/09/2017","20170613026","Residential Swimming Pool","INSTALL SWIMMING POOL EQUIPPED WITH POOL BARRIER","Closed","25071 HARBORSIDE BLVD, PUNTA GORDA FL 33955",
"06/09/2017","20170613025","Residential Swimming Pool","INSTALL SWIMMING POOL EQUIPPED WITH POOL BARRIER","Closed","15208 HENNIPEN CIR, PORT CHARLOTTE FL 33981",
"06/09/2017","20170613023","Residential Swimming Pool","RESIDENTIAL POOL W/EXIT ALARMS","Closed","27162 GUAPORE DR, PUNTA GORDA FL 33983",
"06/09/2017","20170613021","Residential Swimming Pool","INSTALL SWIMMING POOL EQUIPPED WITH POOL BARRIER","Closed","13435 BOABADILLA LN, PORT CHARLOTTE FL 33981",
"06/09/2017","20170613019","Residential Swimming Pool","INSTALL SWIMMING POOL EQUIPPED WITH  POOL BARRIER","Closed","9742 SHELBURNE CIR, PORT CHARLOTTE FL 33981",
"06/09/2017","20170613017","Residential Swimming Pool","INSTALL SWIMMING POOL& SPA EQUIPPED WITH POOL BARRIER","Closed","165 MORGAN LN, PORT CHARLOTTE FL 33952",
"06/09/2017","20170612995","Residential Swimming Pool","Swimming Pool With Exit Alarm","Closed","21248 HIGGS DR, PORT CHARLOTTE FL 33952",
"06/09/2017","20170612988","Residential Swimming Pool","E-PERMITINSTALL SWIMMING POOL, SPAPAVER BRICK DECK & RETAINING WALL IF REQUIRED","Closed","1180 BOUNDARY BLVD, ROTONDA WEST FL 33947",
