"Date","Record Number","Record Type","Address","Description","Permit Name","Status","Short Notes",
"08/28/2017","BB-201706706","Single Family/Duplex Pool","781 WOODLEY DR NW, ATLANTA GA 30318","INSTALL IN GROUND SWIMMING POOL IN THE REAR YARD 512 SQ FT","SIMON POOL","Complete",,
"08/25/2017","BB-201706251","Single Family/Duplex Pool","1296 FAIRVIEW RD NE, ATLANTA GA 30306","Installation of new pool","Pinto - Pool","Complete",,
"08/25/2017","BB-201706237","Single Family/Duplex Pool","480 VALLEY RD NW, ATLANTA GA 30305","Installation of swimming pool, fence, decorative bolder wall, misc site work (grilling terrace on rear porch).","Dukes Pool","Issued",,
"08/16/2017","BB-201705971","Single Family/Duplex Pool","22 BARBARA LN NW, ATLANTA GA 30327","Installation of Pool, Spa and fence","Pool and Spa","Issued",,
"08/16/2017","BB-201705970","Single Family/Duplex Pool","94 INMAN CIR NE, ATLANTA GA 30309","NEW POOL, POOL DECKING, AND 30"" WALL","POOL, POOL DECKING, AND 30"" WALL","Issued",,
"08/16/2017","BB-201705968","Single Family/Duplex Pool","1770 MERTON RD NE, ATLANTA GA 30306","Construction of pool and spa with accompanying retaining walls; fence; landscaping plants and sod","Pool/Spa","Issued",,
"08/11/2017","BB-201706318","Single Family/Duplex Pool","2906 ANDREWS DR NW, ATLANTA GA 30305","Erection of pool cabana, patio, retaining wall and misc site work","Cabana/Patio/Retaining Wall/Site Work","Issued",,
"08/01/2017","BB-201705795","Single Family/Duplex Pool","1020 BOULDERCREST DR SE, ATLANTA GA 30316","ERECT 16X32 VINYL SWIMMING POOL","MERINO POOL","Complete",,
"08/01/2017","BB-201705609","Single Family/Duplex Pool","2953 HABERSHAM RD NW, ATLANTA GA 30305","Installation of Pool shell only","Kallos - Pool","Issued",,
"08/01/2017","BB-201705607","Single Family/Duplex Pool","4326 HARRIS VALLEY RD NW, ATLANTA GA 30327","Installation of pool","Marbury - Pool","Complete",,
"08/01/2017","BB-201705604","Single Family/Duplex Pool","1191 WEST CONWAY DR NW, ATLANTA GA 30327","Installation of pool, spa and fence","Pool/Fence/Spa","Complete",,
"07/28/2017","BB-201705535","Single Family/Duplex Pool","2871 NORMANDY DR NW, ATLANTA GA 30305","CONSTRUCT NEW POOL","COGAN POOL","Complete",,
"07/17/2017","BB-201705271","Single Family/Duplex Pool","775 YORKSHIRE RD NE, ATLANTA GA 30306","NEW POOL","HONG POOL","Complete",,
"07/13/2017","BB-201705117","Single Family/Duplex Pool","3540 WOODHAVEN RD NW, ATLANTA GA 30305","CONSTRUCT NEW INDOOR POOL AND SPA","POOL AND SPA","Issued",,
"07/11/2017","BB-201705393","Single Family/Duplex Pool","2968 RIVERMEADE DR NW, ATLANTA GA 30327","SWIMMING POOL AND SPA, FENCE and new Sod","MCMURTY RESIDENCE","Issued",,
"07/11/2017","BB-201705063","Single Family/Duplex Pool","310 KING RD NW, ATLANTA GA 30342","POOL AND SPA","CRUMLEY POOL","Complete",,
"07/07/2017","BB-201704990","Single Family/Duplex Pool","115 17TH ST NE, ATLANTA GA 30309","NEW POOL,NEW FIREPLACE,NEW WALL AND STAIRS","STANBURY RESIDENCE","Issued",,
"06/29/2017","BB-201704942","Single Family/Duplex Pool","1434 NORTH MORNINGSIDE DR NE, ATLANTA GA 30306","POOL AND SPA ONLY","CRAMER POOL","Complete",,
"06/26/2017","BB-201704859","Single Family/Duplex Pool","975 STOVALL BLVD NE, ATLANTA GA 30319","Installation of pool and spa","Pool & Spa","Complete",,
"06/14/2017","BB-201704726","Single Family/Duplex Pool","1256 GRANT ST SE, ATLANTA GA 30315","RENOVATE EXISTING LOWER LEVEL. ADD ONE BEDROOM AND BATH. BUILD DECK ABOVE ADDITION WITH OUTDOOR KITCHEN. POOL","FOURNET-DORAN RESIDENCE","CO Issued",,
"06/05/2017","BB-201704163","Single Family/Duplex Pool","240 SYDNEY ST SE, ATLANTA GA 30312","IN GROUND SWIMMING POOL WITH DECKING AND STEPS AROUND THE POOL","CUNNINGHAM POOL","Complete",,
"05/25/2017","BB-201704377","Single Family/Duplex Pool","292 BROADLAND RD NW, ATLANTA GA 30342","NEW POOL","PRUDAMES POOL","Issued",,
"05/23/2017","BB-201704081","Single Family/Duplex Pool","900 VIRGINIA AVE NE, ATLANTA GA 30306","NEW POOL WITH SPA AND FENCE","NAGRANI POOL","Issued",,
"05/22/2017","BB-201703785","Single Family/Duplex Pool","90 TUXEDO TER NW, ATLANTA GA 30342","POOL ONLY","POOL ONLY","Complete",,
"05/17/2017","BB-201703681","Single Family/Duplex Pool","939 PEACHTREE BATTLE CIR NW, ATLANTA GA 30327","Install a pool and spa","Pool/Spa","Issued",,
"05/15/2017","BB-201703914","Single Family/Duplex Pool","3565 REMBRANDT RD NW, ATLANTA GA 30327","POOL","HAIDER POOL","Complete",,
"05/02/2017","BB-201703304","Single Family/Duplex Pool","1077 EAST CONFEDERATE AVE SE, ATLANTA GA 30316","INSTALL POOL, FENCE","GILLESPIE POOL","Complete",,
"04/26/2017","BB-201703129","Single Family/Duplex Pool","4120 MCCLATCHEY CIR NE, ATLANTA GA 30342","New concrete pool and spa, raised bond bean","Newton Pool","Complete",,
"04/18/2017","BB-201702861","Single Family/Duplex Pool","515 IVY PRESERVE CT NE, ATLANTA GA 30342","INSTALL POOL/RETAINING WALL","POOL/RETAINING WALL","Issued",,
"04/18/2017","BB-201702855","Single Family/Duplex Pool","1085 FERNCLIFF RD NE, ATLANTA GA 30324","POOL AND SPA W/ OUTDOOR BATHROOM (SINK, TOILET)","POOL","Complete",,
"04/17/2017","BB-201702822","Single Family/Duplex Pool","3895 WIEUCA TER NE, ATLANTA GA 30342","IN-GROUND POOL","POOL","Complete",,
"04/17/2017","BB-201702821","Single Family/Duplex Pool","4409 ST ANDREWS DR NW, ATLANTA GA 30327","440SF inground pool/spa, remove/replace 660 SF of flagstone patio, Remove/Replace open air deck and extend 3 ft, fence and landscape","Laube Pool","Complete",,
"04/17/2017","BB-201702806","Single Family/Duplex Pool","372 PINE TREE DR NE, ATLANTA GA 30305","NEW POOL","POOL","Issued",,
"04/13/2017","BB-201702728","Single Family/Duplex Pool","553 WOODALL AVE NE, ATLANTA GA 30306","Install new pool, spa, patio","KARP  Pool","Issued",,
"04/12/2017","BB-201702700","Single Family/Duplex Pool","91 BEVERLY RD NE, ATLANTA GA 30309","Remodel existing 17x32 concrete pool. plumbing remains, electrical swap of old pool lights to neckless lights. Bond Pool","Shaw Pool","Issued",,
"04/12/2017","BB-201702660","Single Family/Duplex Pool","707 WEST CONWAY DR NW, ATLANTA GA 30327","Pool demo and rebuild pool, fence and stepping stones","Rustagi Pool","Complete",,
"04/03/2017","BB-201702371","Single Family/Duplex Pool","3605 HADDON HALL RD NW, ATLANTA GA 30327","Installation of in ground pool and pool decking","Graff Pool","Complete",,
"04/03/2017","BB-201702369","Single Family/Duplex Pool","721 OLD IVY RD NE, ATLANTA GA 30342","Inground swimming pool, spa and patio","Carabajal Pool","Issued",,
"04/03/2017","BB-201702357","Single Family/Duplex Pool","3545 HABERSHAM RD NW, ATLANTA GA 30305","Pool shell only and fence","Partlowe Pool","Complete",,
"03/29/2017","BB-201702266","Single Family/Duplex Pool","596 EAST MORNINGSIDE DR NE, ATLANTA GA 30324","Installation of In Ground pool and spa, front yard parking pad, and free standing wall.","Sutterlin Pool","Issued",,
"03/23/2017","BB-201702120","Single Family/Duplex Pool","4762 MILLBROOK DR NW, ATLANTA GA 30327","INSTALLING IN GROUND DIVING POOL ONLY","HARRIS POOL","Issued",,
"03/23/2017","BB-201702106","Single Family/Duplex Pool","435 PEACHTREE BATTLE AVE NW, ATLANTA GA 30305","Demo of existing concrete drive, wall. Replace existing fence, new pad, walls, stone patio and new pool","Saxon Pool","Issued",,
"03/22/2017","BB-201702090","Single Family/Duplex Pool","4595 ANGELO DR NE, ATLANTA GA 30319","POOL, SPA, POOL DECK","POOL","Issued",,
"03/22/2017","BB-201702088","Single Family/Duplex Pool","1058 DEAN DR NW, ATLANTA GA 30318","RENOVATE EXISTING  POOL, POOL DECK, NEW STEPS, SLAB WALL, NEW SPA","POOL","Issued",,
"03/22/2017","BB-201702087","Single Family/Duplex Pool","2950 SLATON DR NW, ATLANTA GA 30305","POOL, POOL DECK, AND FENCE","POOL","Complete",,
"03/22/2017","BB-201702085","Single Family/Duplex Pool","20 VALLEY RD NW, ATLANTA GA 0","POOL, SPA,FENCE, WALL, STEPS, TURNAROUND","POOL","Issued",,
"03/17/2017","BB-201701971","Single Family/Duplex Pool","3761 CHELSEY LN NE, ATLANTA GA 30342","Pool, spa, pervious paver patio","Mooney Pool","Complete",,
"03/09/2017","BB-201701775","Single Family/Duplex Pool","3645 IVY RD NE, ATLANTA GA 30342","POOL, POOL DECK, SPA , FENCE","POOL","Complete",,
"03/07/2017","BB-201701711","Single Family/Duplex Pool","428 BRENTWOOD DR NE, ATLANTA GA 30305","Pool, retaining wall, stone pool deck and fence","Adler Pool","Complete",,
"03/07/2017","BB-201701709","Single Family/Duplex Pool","1126 EAST BEECHWOOD DR NW, ATLANTA GA 30327","Pool, Spa and pool deck","Morris Pool","Issued",,
"03/03/2017","BB-201701640","Single Family/Duplex Pool","663 YORKSHIRE RD NE, ATLANTA GA 30306","Swimming pool, spa, and retaining wall","O'Toole Pool","CO Issued",,
"02/27/2017","BB-201701489","Single Family/Duplex Pool","3540 KNOLLWOOD DR NW, ATLANTA GA 30305","NEW POOL","POOL","Complete",,
"02/24/2017","BB-201701451","Single Family/Duplex Pool","63 PEACHTREE CIR NE, ATLANTA GA 00000","GUNITE POOL","POOL","Issued",,
"02/23/2017","BB-201701412","Single Family/Duplex Pool","393 NORTH HIGHLAND AVE NW, ATLANTA GA 30335","NEW POOL CONSTRUCTION","POOL","Issued",,
"02/21/2017","BB-201701362","Single Family/Duplex Pool","346 WOODWARD WAY NW, ATLANTA GA 30305","ERECT ACCESSORY  BUILDING , SWIMMING POOL, AND MISC SITE WORK","POOL (RAAC)","Issued",,
"02/20/2017","BB-201701314","Single Family/Duplex Pool","535 COBBLESTONE DR NE, ATLANTA GA 30342","Inground concrete swimming pool and paver steps stones","Wycherley Pool","Complete",,
"02/14/2017","BB-201701188","Single Family/Duplex Pool","5109 NORTH IVY RD, ATLANTA GA 00000","Pool,spa, and fence","Reale Pool","Complete",,
"02/13/2017","BB-201701155","Single Family/Duplex Pool","3119 NORTH WESLEY CT NW, ATLANTA GA 30327","Install new pool, equipment, and concrete decking around pool.","Tomlin Pool","Issued",,
"02/10/2017","BB-201701128","Single Family/Duplex Pool","2832 GLENWOOD AVE SE, ATLANTA GA 00000","Pool and pool deck","Rodriguez Pool","Issued",,
"02/10/2017","BB-201701126","Single Family/Duplex Pool","649 EDINBORO RD NW, ATLANTA GA 30327","Pool, wall, steps, fence and pool decking","Kotchen Pool","Complete",,
"02/10/2017","BB-201701124","Single Family/Duplex Pool","46 BEVERLY RD NE, ATLANTA GA 30309","Pool and fence","Walker Pool","CO Issued",,
"02/01/2017","BB-201700840","Single Family/Duplex Pool","3651 REMBRANDT RD NW, ATLANTA GA 30327","Pool and cabana","McBreendt Pool","Complete",,
"01/31/2017","BB-201700796","Single Family/Duplex Pool","3656 TUXEDO RD NW, ATLANTA GA 30305","inground pool, spa and fence","Howell Pool","Complete",,
"01/31/2017","BB-201700792","Single Family/Duplex Pool","1846 WEST WESLEY RD NW, ATLANTA GA 30327","Inground pool with spa and fence","Dahoney Pool","Complete",,
"01/27/2017","BB-201700708","Single Family/Duplex Pool","3260 RILMAN RD NW, ATLANTA GA 30327","523 SF gunite in ground pool, heated raised spa, 466 sf of belgard pavers ***ONLY***","Palanpur Pool","Complete",,
"01/26/2017","BB-201700655","Single Family/Duplex Pool","2847 CASTLEWOOD DR NW, ATLANTA GA 30327","Swimming pool, pool deck, wall, fence","Moorehead Pool","Complete",,
"01/19/2017","BB-201700458","Single Family/Duplex Pool","372 ATLANTA AVE SE, ATLANTA GA 30315","Pool, fence and stairs","Luffman Pool","Complete",,
"01/18/2017","BB-201700420","Single Family/Duplex Pool","1352 MIDDLESEX AVE NE, ATLANTA GA 30306","BUILD NEW SWIMMING POOL IN EXISTING GATE","POOL","Complete",,
"01/18/2017","BB-201700395","Single Family/Duplex Pool","1647 MIFFLIN PL NE, ATLANTA GA 30324","Pool, spa, outdoor fireplace, pool patio and a covered pool terrace.","Pool and access structure","Complete",,
"01/11/2017","BB-201700210","Single Family/Duplex Pool","176 PEACHTREE CIR NE, ATLANTA GA 30309","New pool, parking pad, porch, retaining wall and wood fence with motorized gate","Emmerich pool(RAAC)","Closed",,
"01/10/2017","BB-201700185","Single Family/Duplex Pool","552 VALLEY GREEN DR NE, ATLANTA GA 30342","New Private in ground swimming pool, pool deck, fence and gate","Clausen Pool","Issued",,
"01/05/2017","BB-201700108","Single Family/Duplex Pool","2372 NORTHSIDE PKWY NW, ATLANTA GA 30327","Inground pool, spa and pavered deck","Desplats Pool","CO Issued",,
"12/29/2016","BB-201608710","Single Family/Duplex Pool","2920 NANCY CREEK RD NW, ATLANTA GA 30327","install gunite swimming pool","Caldwell Pool","Issued",,
"12/21/2016","BB-201608588","Single Family/Duplex Pool","714 HILLPINE DR NE, ATLANTA GA 30306","INSTALL 17X34 GUNITE SWIMMING POOL, 3'6.6' DEEP, 400,000BTU GAS HEATER, 900SF OF CONCRETE POOL DECK.  EXISTING WOOD FENCE TO BE  BROUGHT TO CODE","POOL","Complete",,
"12/20/2016","BB-201608539","Single Family/Duplex Pool","3829 BEECHWOOD DR NW, ATLANTA GA 30327","Pool","Velasquez Pool","Complete",,
"12/20/2016","BB-201608537","Single Family/Duplex Pool","868 PENN AVE NE, ATLANTA GA 30308","23x7.5 in ground pool, fire place, 30' wall and fence","Freudenthaler Pool","Complete",,
"12/19/2016","BB-201608516","Single Family/Duplex Pool","2468 MONTVIEW DR NW, ATLANTA GA 30305","In ground shotcrete pool and spa with a pool deck. Install new and replace existing fence","Mays Pool","Complete",,
"12/16/2016","BB-201608474","Single Family/Duplex Pool","1705 MERTON RD NE, ATLANTA GA 30306","NEW POOL, PATIO, RAIN GARDEN, FENCE W/GATE,EQUIPMENT PAD","HEYMAN POOL","Complete",,
"12/14/2016","BB-201608388","Single Family/Duplex Pool","899 BOULEVARD SE, ATLANTA GA 30312","POOL, SPA, FENCE, FIRE PIT","BEST POOL","Issued",,
"12/12/2016","BB-201608274","Single Family/Duplex Pool","720 FLAT SHOALS AVE SE, ATLANTA GA 30316","REMOVAL OF EXISTING PATIO. INSTALLATION F NEW POOL AND HOT TUB","POOL","Complete",,
"12/09/2016","BB-201608271","Single Family/Duplex Pool","1224 SPRING VALLEY LN NE, ATLANTA GA 30306","Install swimming pool","Crouse Pool","Complete",,
"12/08/2016","BB-201608248","Single Family/Duplex Pool","1631 RANDALL MILL PL NW, ATLANTA GA 30327","POOL, POOL HOUSE, POOL DECK, RETAINING WALLS","POOL, POOL HOUSE, POOL DECK, RETAINING WALLS","Issued",,
"11/30/2016","BB-201608013","Single Family/Duplex Pool","271 HILLSIDE DR NW, ATLANTA GA 30342","POOL,SPA, WALL","NELSON RESIDENCE POOL","Complete",,
"11/29/2016","BB-201607965","Single Family/Duplex Pool","47 ROSECLAIR DR SE, ATLANTA GA 30317","INSTALL 15X32 GUNITE SWIMMING POOL 3'-6' IN DEPTH, 8' RAISED  15"" HEATED BY 400,000 BTU GAS HEATER, 600SF OF BELGARD PREVIOUS POOL DECKING. EXISTING POOL FENCE TO BE BROUGHT TO POOL CODE.","47 ROSECLAIR POOL","Complete",,
"11/28/2016","BB-201607958","Single Family/Duplex Pool","11 WEST WESLEY RIDGE RD NW, REAR, ATLANTA GA 30327","POOL SPA, POOL DECKING, 36"" WALK, FENCE, 24"" BEAM WALL W/ STEPS","HIGHSMITH POOL","Issued",,
"11/18/2016","BB-201607804","Single Family/Duplex Pool","1158 LANIER BLVD NE, ATLANTA GA 30306","POOL ONLY","ANDREWS POOL","Complete",,
"11/17/2016","BB-201607775","Single Family/Duplex Pool","1774 WEST SUSSEX RD NE, ATLANTA GA 30306","IN GROUND POOL/ SPA HEATED, WALL, FENCE","1774 WEST SUSSEX RD POOL","Issued",,
"11/17/2016","BB-201607765","Single Family/Duplex Pool","26 BARBARA LN NW, ATLANTA GA 30327","POOL/FENCE","TRITT POOL","Issued",,
"11/17/2016","BB-201607758","Single Family/Duplex Pool","935 PROSPECT AVE SE, ATLANTA GA 30316","NEW RESIDENTIAL SWIMMING POOL","935 PROSPECT NEW POOL","Complete",,
"11/10/2016","BB-201607620","Single Family/Duplex Pool","882 VERA ST SE, ATLANTA GA 30316","CHANGE REAR SLIDING DOOR, CHANGE FRONT YARD RETAINING WA;; UNDER 4 FT. AND REAR YARD RETAINING WALL UNDER 4 FEET, INSTALL N-GROUND POOL 5' DEPTH. BUILD SCREENED PORCH W/ FIREPLACE, BUILD FRONT PATIO TRELLIS","882 VERA POOL","Issued",,
"11/09/2016","BB-201607557","Single Family/Duplex Pool","115 LAUREL DR NE, ATLANTA GA 30342","New Swimming pool and patio","Smith Pool","Terminated",,
"11/08/2016","BB-201607514","Single Family/Duplex Pool","3616 OLD IVY LN NE, ATLANTA GA 30342","POOL, POOL DECK, FENCE","3616 OLD IVY LN POOL","Issued",,
"11/01/2016","BB-201607341","Single Family/Duplex Pool","2650 OLD WESLEY PL, ATLANTA GA 00000","Install in ground pool","Bixler Pool","Issued",,
"10/27/2016","BB-201607257","Single Family/Duplex Pool","435 COCHRAN DR NW, ATLANTA GA 30327","FRAME BUILT POOL HOUSE, POURED CONCRETE RETAINING WALL, NEW POOL","435 COCHRAN DR POOL/ POOL HOUSE","Issued",,
"10/27/2016","BB-201607241","Single Family/Duplex Pool","3045 SLATON DR NW, ATLANTA GA 30305","509 SQ FT inground concrete swimming pool with 64 sq ft spa, 1600 sq ft paver decking","Walls Pool","Issued",,
"10/27/2016","BB-201607240","Single Family/Duplex Pool","4591 CLUB VALLEY DR NE, ATLANTA GA 30319","Remove existing concrete pool and construct new pool and spa, rehab existing pool equipment pad","Castenfelt Pool","Issued",,
"10/27/2016","BB-201607237","Single Family/Duplex Pool","4212 REGENCY CT, ATLANTA GA 00000","Demo existing pool, build new pool and pervious paver pool deck","Carlos Pool","Issued",,
"10/27/2016","BB-201607236","Single Family/Duplex Pool","446 PEACHTREE BATTLE AVE NW, ATLANTA GA 30305","Swimming pool, spa","Townsend Pool","Issued",,
"10/25/2016","BB-201607173","Single Family/Duplex Pool","1705 NORTH PELHAM RD NE, ATLANTA GA 30324","Remove existing wood deck& concrete paving. new stone terrace adjacent to rear of house, stone steps, retaining walls, grading, drainage systems includes water quality measures, new swimming pool and fence","Aron-Friese Pool","Complete",,
"10/24/2016","BB-201607144","Single Family/Duplex Pool","1700 WEST WESLEY RD NW, ATLANTA GA 30327","Pool and pool house","Tatum Pool","Issued",,
"10/19/2016","BB-201607049","Single Family/Duplex Pool","3788 NORTH STRATFORD RD NE, ATLANTA GA 30342","Installing an inground swimming pool, retaining wall and fence","Hoffenberg Pool","Issued",,
"10/19/2016","BB-201607026","Single Family/Duplex Pool","2946 ROCKINGHAM DR NW, ATLANTA GA 30327","Pool and wall","Kalka Pool","Complete",,
"10/18/2016","BB-201607002","Single Family/Duplex Pool","3919 LAKE FORREST DR NE, ATLANTA GA 30342","18x24 Gunite Pool","Hill Pool","Complete",,
"10/14/2016","BB-201606907","Single Family/Duplex Pool","2950 RIDGEWOOD RD NW, ATLANTA GA 30327","Pool and fence","Pool","Issued",,
"10/10/2016","BB-201606784","Single Family/Duplex Pool","3705 IVY RD NE, ATLANTA GA 30342","New Pool and spa","Pool","Complete",,
"10/10/2016","BB-201606776","Single Family/Duplex Pool","363 MANOR RIDGE DR NW, ATLANTA GA 30305","Pool and wall","James Pool","Complete",,
"10/10/2016","BB-201606775","Single Family/Duplex Pool","748 BURKE RD NE, ATLANTA GA 30305","Pool, Spa, wall and fence","Kelly Pool","Complete",,
"10/06/2016","BB-201606746","Single Family/Duplex Pool","3119 ARDEN RD NW, ATLANTA GA 30305","Install inground pool with spa, new patio with steps built ingrade.","Moore pool/spa","Complete",,
"09/29/2016","BB-201606536","Single Family/Duplex Pool","4182 POWERS FERRY RD NW, ATLANTA GA 30342","New swimming pool, fence and gate","Creaven Pool","Issued",,
"09/28/2016","BB-201606530","Single Family/Duplex Pool","3058 PEACHTREE DR NE, ATLANTA GA 30305","NEW IN GROUND SWIMMING POOL, SPA, CONCRETE DECK AND FENCE","FALETTI POOL & SPA","Complete",,
"09/28/2016","BB-201606511","Single Family/Duplex Pool","3740 PACES VALLEY RD NW, ATLANTA GA 30327","Davis Pool- Pool shell only,fence.","Davis Pool & Fence","Complete",,
"09/27/2016","BB-201606480","Single Family/Duplex Pool","4458 EAST BROOKHAVEN DR NE, ATLANTA GA 30319","Cabana, pool and fence","Schultz Pool","No CO Required",,
"09/27/2016","BB-201606470","Single Family/Duplex Pool","4239 CARMAIN DR NE, ATLANTA GA 30342","Pool, Fireplace and walls","Higgenbothem Pool","Complete",,
"09/27/2016","BB-201606466","Single Family/Duplex Pool","3566 HABERSHAM RD NW, ATLANTA GA 30305","Pool and fence","Simpkins Pools","Complete",,
"09/27/2016","BB-201606464","Single Family/Duplex Pool","4041 CONWAY VALLEY RD NW, ATLANTA GA 30327","Wong Pool and Fence","Wong Pool","Complete",,
"09/22/2016","BB-201606386","Single Family/Duplex Pool","675 TIMM VALLEY RD NE, ATLANTA GA 30305","Pool for right hand Unit 675 only...FENCE NIC","Pool","Issued",,
"09/15/2016","BB-201606246","Single Family/Duplex Pool","1834 WILDWOOD PL NE, ATLANTA GA 30324","NEW POOL;","VRANA POOL","No CO Required",,
"09/15/2016","BB-201606222","Single Family/Duplex Pool","1019 AMSTERDAM AVE NE, ATLANTA GA 30306","NEW SWIMMING POOL","NEW SWIMMING POOL","Complete",,
"09/07/2016","BB-201606017","Single Family/Duplex Pool","782 SAN ANTONIO DR NE, ATLANTA GA 30306","Install swimming pool","Piduru - Pool","Complete",,
"09/02/2016","BB-201605904","Single Family/Duplex Pool","4410 DAVIDSON AVE NE, ATLANTA GA 30319","POOL W/ FENCE","DEGITZ POOL","Complete",,
"09/01/2016","BB-201605878","Single Family/Duplex Pool","855 MARTIN ST SE, ATLANTA GA 30315","Pool, pool deck and fence","Anderson Pool","Complete",,
"08/24/2016","BB-201605638","Single Family/Duplex Pool","3224 NORTH WOOD VALLEY RD NW, ATLANTA GA 30327","POOL, PORCH ADDITION, LANDSCAPE WORK","NEW SWIMMING POOL, PORCH & LANDSCAPE","Complete",,
"08/24/2016","BB-201605624","Single Family/Duplex Pool","2960 WEST ROXBORO RD NE, ATLANTA GA 30324","POOL","BROOKINGS POOL","Complete",,
"08/24/2016","BB-201605623","Single Family/Duplex Pool","4400 GARMON RD NW, ATLANTA GA 30327","POOL","BRILES POOL","Complete",,
"08/23/2016","BB-201605607","Single Family/Duplex Pool","722 EAST MORNINGSIDE DR NE, ATLANTA GA 30324","NEW RESIDENTIAL PRIVATE IN GROUND SWIMMING POOL AND NEW RETAINING WALL","POOL","Complete",,
"08/23/2016","BB-201605588","Single Family/Duplex Pool","1735 FRIAR TUCK RD NE, ATLANTA GA 30309","SWIMMING POOL","WHITE RESIDENCE POOL","Issued",,
"08/16/2016","BB-201605431","Single Family/Duplex Pool","115 PALISADES RD NE, ATLANTA GA 30309","Adding pool with pool deck, 3 retaining walls around pool","Wannamaker Pool","Complete",,
"08/16/2016","BB-201605426","Single Family/Duplex Pool","543 BRYN MAWR LN NW, ATLANTA GA 30327","Install new pool","Single Family Pool","Issued",,
"08/15/2016","BB-201605402","Single Family/Duplex Pool","2111 MCKINLEY RD NW, ATLANTA GA 30318","POOL, RETAINING WALL AND FENCE","POOL","Issued",,
"08/12/2016","BB-201605357","Single Family/Duplex Pool","251 VALLEY RD NW, ATLANTA GA 30305","INSTALL POOL","GARRETT POOL","Complete",,
"08/12/2016","BB-201605356","Single Family/Duplex Pool","1094 CANTER RD NE, ATLANTA GA 30324","INSTALL POOL","MYERS POOL","Complete",,
"08/09/2016","BB-201605259","Single Family/Duplex Pool","331 PEACHTREE AVE NE, ATLANTA GA 30305","INSTALL POOL IN REAR OF HOME. INSTALL RETAINING WALL","PEACHTREE POOL","Complete",,
"07/29/2016","BB-201605068","Single Family/Duplex Pool","499 DANUBE RD NE, ATLANTA GA 30342","NEW POOL WITH WOOD DECK( GRIDS ON NEW CONCRETE)","NEW POOL","Complete",,
"07/26/2016","BB-201604984","Single Family/Duplex Pool","2991 SEQUOYAH DR NW, ATLANTA GA 30327","DEMO EXISTING POOL, STEPS & WALL BUILD POOL, POOL PATIO, WALLS, PARKING AREA, STEPS","RESIDENTIAL / POOL","Issued",,
"07/25/2016","BB-201604967","Single Family/Duplex Pool","1019 AMSTERDAM AVE NE, ATLANTA GA 30306","NEW SWIMMING POOL","NEW SWIMMING POOL","Terminated",,
"07/13/2016","BB-201604703","Single Family/Duplex Pool","411 ARGONNE DR NW, ATLANTA GA 30305","NEW SWIMMING POOL","POOL","Complete",,
"07/11/2016","BB-201604636","Single Family/Duplex Pool","2950 SLATON DR NW, ATLANTA GA 30305","INSTALL INGROUND POOL WITH DECKING AND 5FT FENCE ON TOP OF EXISTING WALL","FROEHLING/ POOL/FENCE","Issued",,
"07/11/2016","BB-201604629","Single Family/Duplex Pool","569 CONWAY FOREST DR NW, ATLANTA GA 00000","New residential pool and landscape","NEW SWIMMING POOL & POOL DECK","Complete",,
"07/06/2016","BB-201604540","Single Family/Duplex Pool","643 CLIFTON RD NE, ATLANTA GA 30307","Pool, Spa, 5 feet fence and 4 foot  wall","Clinton-Pool","Complete",,
"06/28/2016","BB-201604389","Single Family/Duplex Pool","109 17TH ST NE, ATLANTA GA 30309","INSTALL POOL, POOL DECKING, FENCE90 Extension will expire August 14, 2017 per R. Camp","NEW SWIMMING POOL AND FENCE","Issued",,
"06/28/2016","BB-201604388","Single Family/Duplex Pool","212 15TH ST NE, ATLANTA GA 30309","POOL","FREEMAN POOL","Issued",,
"06/24/2016","BB-201604309","Single Family/Duplex Pool","2408 WOODWARD WAY NW, ATLANTA GA 30305","NEW SWIMMING POOL (GUNITE 20' X 15'), SPA, POOL DECK & FENCE","NEW SWIMMING POOL, SPA, POOL DECK & FENCE","Complete",,
"06/20/2016","BB-201604186","Single Family/Duplex Pool","827 PONCE DE LEON TER NE, ATLANTA GA 30306","Install inground pool and 4ft & 5 ft fence as marked on plans.","Hudson Pool/Fence","Issued",,
"06/20/2016","BB-201604185","Single Family/Duplex Pool","853 PONCE DE LEON TER NE, ATLANTA GA 30306","Install inground pool.","Orians Pool","Complete",,
"06/17/2016","BB-201604158","Single Family/Duplex Pool","18 BLACKLAND RD NW, ATLANTA GA 30342","Installation of pool and fence/gate","Pool","Terminated",,
"06/15/2016","BB-201604097","Single Family/Duplex Pool","38 BARBARA LN NW, ATLANTA GA 30327","New pool and fence","Pool and Fence","Complete",,
"06/15/2016","BB-201604082","Single Family/Duplex Pool","3039 MARGARET MITCHELL CT NW, ATLANTA GA 30327","installing swimming pool","Powers Pool","Complete",,
"06/15/2016","BB-201604081","Single Family/Duplex Pool","15 LAKE FORREST LN NE, ATLANTA GA 30342","Pool and Spa","Schroeder Pool","Complete",,
"06/14/2016","BB-201604022","Single Family/Duplex Pool","1924 HALLMAN ST NE, ATLANTA GA 30317","Install inground pool, no decking.","Milardo Pool","Complete",,
"06/10/2016","BB-201603950","Single Family/Duplex Pool","3312 WEST SHADOWLAWN AVE NE, ATLANTA GA 30305","Pool, Pool deck(flat stone), fence","Arnold Pool","Issued",,
